id,Status_pred,Prob
50440,1,0.6232
50441,1,0.5527
50442,0,0.0471
50443,1,0.625
50444,1,0.9209
50445,1,0.5358
50446,0,0.1021
50447,0,0.0619
50448,0,0.0065
50449,0,0.3392
50450,0,0.0332
50451,0,0.1087
50452,0,0.4427
50453,1,0.7564
50454,0,0.1005
50455,1,0.9132
50456,0,0.4887
50457,0,0.0831
50458,1,0.9204
50459,0,0.3004
50460,0,0.3024
50461,0,0.2677
50462,1,0.7794
50463,1,0.5155
50464,0,0.2127
50465,0,0.008
50466,0,0.0554
50467,0,0.2247
50468,0,0.0327
50469,0,0.0121
50470,0,0.0039
50471,0,0.1467
50472,1,0.5736
50473,0,0.0311
50474,1,0.6795
50475,0,0.1945
50476,0,0.044
50477,0,0.0569
50478,0,0.3173
50479,1,0.92
50480,1,0.8571
50481,0,0.0777
50482,1,0.8249
50483,0,0.4163
50484,1,0.7674
50485,0,0.2654
50486,0,0.4577
50487,0,0.1024
50488,0,0.4148
50489,0,0.0514
50490,0,0.1177
50491,1,0.8805
50492,1,0.8033
50493,1,0.5804
50494,1,0.8011
50495,0,0.2365
50496,1,0.7438
50497,1,0.7689
50498,1,0.8229
50499,1,0.7071
50500,1,0.5744
50501,0,0.3273
50502,0,0.3798
50503,1,0.8702
50504,1,0.7061
50505,0,0.3571
50506,0,0.2113
50507,0,0.4364
50508,0,0.2142
50509,0,0.0012
50510,0,0.2457
50511,1,0.6154
50512,0,0.1731
50513,1,0.8141
50514,0,0.0639
50515,0,0.1457
50516,1,0.8018
50517,0,0.051
50518,0,0.1575
50519,1,0.7448
50520,0,0.1325
50521,1,0.8071
50522,1,0.769
50523,1,0.6215
50524,0,0.0055
50525,0,0.0049
50526,0,0.1845
50527,0,0.1006
50528,1,0.6453
50529,1,0.5396
50530,0,0.1688
50531,0,0.0865
50532,0,0.1285
50533,1,0.8625
50534,1,0.8354
50535,0,0.2303
50536,0,0.1515
50537,0,0.2061
50538,0,0.0371
50539,0,0.207
50540,1,0.7897
50541,1,0.6945
50542,0,0.1591
50543,0,0.0133
50544,0,0.2261
50545,0,0.127
50546,1,0.8878
50547,1,0.7648
50548,0,0.3166
50549,0,0.4792
50550,1,0.8147
50551,1,0.9107
50552,1,0.5538
50553,1,0.5901
50554,0,0.1441
50555,0,0.1926
50556,0,0.4749
50557,1,0.7706
50558,0,0.456
50559,0,0.1369
50560,0,0.1727
50561,0,0.1689
50562,0,0.1934
50563,1,0.8888
50564,0,0.0087
50565,1,0.8457
50566,0,0.0103
50567,0,0.0617
50568,0,0.371
50569,1,0.8566
50570,0,0.1259
50571,1,0.68
50572,0,0.0041
50573,0,0.2117
50574,1,0.7328
50575,1,0.5467
50576,0,0.1047
50577,0,0.0273
50578,1,0.8618
50579,0,0.0724
50580,0,0.3983
50581,1,0.9027
50582,0,0.108
50583,1,0.8379
50584,0,0.0259
50585,0,0.0145
50586,1,0.554
50587,1,0.851
50588,1,0.9312
50589,0,0.4336
50590,0,0.3688
50591,0,0.2004
50592,0,0.2907
50593,0,0.3455
50594,0,0.2052
50595,0,0.0076
50596,1,0.5373
50597,1,0.5364
50598,0,0.4684
50599,0,0.0421
50600,0,0.4381
50601,0,0.014
50602,0,0.0732
50603,1,0.8517
50604,1,0.8659
50605,0,0.0126
50606,1,0.5465
50607,0,0.1551
50608,1,0.6402
50609,0,0.4917
50610,1,0.8004
50611,0,0.0224
50612,1,0.5569
50613,0,0.2947
50614,1,0.8467
50615,0,0.3004
50616,0,0.4146
50617,0,0.0204
50618,0,0.1997
50619,0,0.0199
50620,1,0.8758
50621,0,0.1603
50622,0,0.1218
50623,0,0.0592
50624,1,0.6084
50625,0,0.2797
50626,1,0.775
50627,0,0.4275
50628,0,0.2564
50629,1,0.7212
50630,0,0.4071
50631,0,0.1125
50632,0,0.3891
50633,0,0.097
50634,0,0.079
50635,0,0.4585
50636,1,0.9412
50637,0,0.0215
50638,0,0.1898
50639,0,0.3078
50640,1,0.8305
50641,0,0.2489
50642,0,0.2429
50643,1,0.7026
50644,1,0.9061
50645,1,0.7133
50646,0,0.0415
50647,0,0.1355
50648,0,0.1018
50649,1,0.7901
50650,0,0.1216
50651,1,0.7934
50652,0,0.4634
50653,0,0.4514
50654,0,0.3887
50655,1,0.8542
50656,0,0.1536
50657,0,0.3366
50658,0,0.0505
50659,0,0.0087
50660,0,0.0399
50661,1,0.529
50662,0,0.1349
50663,0,0.0815
50664,0,0.145
50665,0,0.4862
50666,0,0.0423
50667,0,0.0469
50668,0,0.1742
50669,1,0.5716
50670,0,0.1005
50671,0,0.4187
50672,0,0.1399
50673,0,0.0864
50674,0,0.4725
50675,0,0.0205
50676,0,0.0847
50677,0,0.2184
50678,0,0.121
50679,1,0.9355
50680,1,0.712
50681,1,0.9505
50682,0,0.0525
50683,1,0.6695
50684,0,0.0117
50685,1,0.8646
50686,0,0.2338
50687,1,0.702
50688,0,0.298
50689,0,0.0313
50690,0,0.2033
50691,0,0.3691
50692,0,0.2761
50693,0,0.3107
50694,0,0.4239
50695,0,0.1744
50696,0,0.1423
50697,1,0.6812
50698,1,0.851
50699,0,0.2441
50700,0,0.1619
50701,1,0.7638
50702,0,0.2241
50703,1,0.5103
50704,0,0.0503
50705,0,0.3918
50706,0,0.1351
50707,0,0.0349
50708,1,0.815
50709,1,0.5569
50710,1,0.9189
50711,0,0.1207
50712,0,0.1839
50713,1,0.6786
50714,1,0.7028
50715,0,0.1556
50716,0,0.3561
50717,0,0.2499
50718,0,0.055
50719,1,0.8702
50720,1,0.5873
50721,0,0.1821
50722,0,0.2863
50723,1,0.589
50724,0,0.4969
50725,0,0.4314
50726,1,0.77
50727,1,0.6183
50728,1,0.6652
50729,1,0.9566
50730,1,0.5069
50731,0,0.043
50732,0,0.3655
50733,1,0.8319
50734,0,0.0091
50735,1,0.6266
50736,1,0.5763
50737,0,0.0679
50738,1,0.6045
50739,1,0.9129
50740,0,0.2775
50741,1,0.5359
50742,0,0.2126
50743,1,0.731
50744,0,0.187
50745,0,0.0137
50746,0,0.3367
50747,0,0.1433
50748,0,0.1196
50749,0,0.1407
50750,0,0.024
50751,1,0.6638
50752,1,0.7029
50753,0,0.0757
50754,0,0.2977
50755,1,0.5029
50756,1,0.744
50757,1,0.7148
50758,0,0.0741
50759,1,0.5669
50760,0,0.2155
50761,0,0.082
50762,0,0.0102
50763,0,0.051
50764,0,0.0685
50765,1,0.7933
50766,0,0.4901
50767,0,0.0807
50768,0,0.3264
50769,0,0.0229
50770,0,0.2981
50771,0,0.0393
50772,1,0.5645
50773,0,0.0468
50774,0,0.1246
50775,0,0.0113
50776,0,0.045
50777,0,0.2439
50778,1,0.9386
50779,0,0.2626
50780,0,0.0639
50781,1,0.7089
50782,0,0.0862
50783,0,0.0898
50784,0,0.008
50785,0,0.1963
50786,0,0.1008
50787,1,0.9655
50788,0,0.4906
50789,0,0.3231
50790,1,0.8911
50791,0,0.0473
50792,0,0.1363
50793,0,0.1609
50794,1,0.6326
50795,0,0.4764
50796,1,0.8779
50797,0,0.0205
50798,0,0.1397
50799,0,0.2111
50800,0,0.0942
50801,1,0.9134
50802,0,0.1166
50803,0,0.1119
50804,1,0.8402
50805,0,0.1423
50806,0,0.1451
50807,0,0.4586
50808,0,0.4367
50809,0,0.0935
50810,0,0.0279
50811,0,0.0442
50812,1,0.7033
50813,0,0.2061
50814,1,0.806
50815,0,0.0084
50816,0,0.102
50817,1,0.9061
50818,0,0.3935
50819,0,0.2031
50820,1,0.5778
50821,1,0.9071
50822,0,0.2553
50823,0,0.1136
50824,1,0.8499
50825,0,0.2547
50826,0,0.014
50827,0,0.1326
50828,0,0.0922
50829,0,0.0086
50830,0,0.0305
50831,0,0.1678
50832,0,0.288
50833,0,0.3315
50834,0,0.0739
50835,1,0.8586
50836,0,0.2138
50837,1,0.5589
50838,0,0.0299
50839,1,0.596
50840,1,0.7818
50841,1,0.6169
50842,0,0.135
50843,1,0.9154
50844,0,0.0764
50845,0,0.0283
50846,0,0.1097
50847,1,0.5077
50848,0,0.3928
50849,0,0.3708
50850,0,0.079
50851,1,0.726
50852,0,0.1962
50853,0,0.387
50854,0,0.0724
50855,1,0.9264
50856,0,0.0573
50857,1,0.8423
50858,0,0.0164
50859,0,0.3705
50860,1,0.8572
50861,0,0.2017
50862,0,0.0126
50863,0,0.4711
50864,1,0.6843
50865,0,0.0875
50866,1,0.7258
50867,1,0.6596
50868,1,0.8733
50869,1,0.8315
50870,0,0.2639
50871,0,0.2358
50872,0,0.3193
50873,1,0.6016
50874,0,0.2164
50875,1,0.6524
50876,0,0.2684
50877,1,0.6809
50878,0,0.164
50879,0,0.2328
50880,1,0.7931
50881,0,0.469
50882,1,0.8382
50883,0,0.1165
50884,0,0.3943
50885,0,0.1005
50886,0,0.3379
50887,0,0.424
50888,1,0.708
50889,0,0.1665
50890,0,0.0357
50891,1,0.8489
50892,1,0.8555
50893,0,0.2338
50894,0,0.0048
50895,0,0.3259
50896,0,0.4675
50897,1,0.689
50898,0,0.0171
50899,0,0.2103
50900,0,0.1534
50901,0,0.1653
50902,0,0.1028
50903,1,0.8262
50904,1,0.7763
50905,0,0.0728
50906,1,0.7976
50907,0,0.3296
50908,0,0.2659
50909,0,0.1588
50910,0,0.0186
50911,1,0.8922
50912,1,0.6004
50913,0,0.1854
50914,1,0.7277
50915,0,0.0417
50916,1,0.8273
50917,0,0.5
50918,0,0.2304
50919,0,0.1269
50920,0,0.2852
50921,0,0.2126
50922,0,0.1859
50923,0,0.2055
50924,0,0.2171
50925,0,0.3684
50926,0,0.1792
50927,1,0.9175
50928,0,0.0992
50929,0,0.1331
50930,0,0.1225
50931,1,0.6252
50932,1,0.7724
50933,0,0.1437
50934,0,0.1867
50935,0,0.0602
50936,1,0.9123
50937,0,0.0449
50938,0,0.3303
50939,1,0.8137
50940,1,0.8505
50941,0,0.0043
50942,1,0.6567
50943,0,0.1116
50944,0,0.1067
50945,0,0.0495
50946,0,0.0709
50947,0,0.4246
50948,0,0.0061
50949,0,0.0163
50950,1,0.8568
50951,0,0.0593
50952,0,0.4614
50953,0,0.0112
50954,0,0.018
50955,1,0.5845
50956,0,0.3514
50957,0,0.2104
50958,1,0.8318
50959,0,0.3365
50960,0,0.3705
50961,1,0.8736
50962,1,0.5451
50963,0,0.1853
50964,0,0.2903
50965,1,0.5596
50966,0,0.0021
50967,0,0.1121
50968,0,0.3703
50969,0,0.0394
50970,0,0.0184
50971,0,0.2441
50972,0,0.1851
50973,1,0.7537
50974,0,0.4713
50975,0,0.1746
50976,0,0.0177
50977,0,0.0198
50978,0,0.0161
50979,0,0.1777
50980,1,0.8831
50981,0,0.1359
50982,1,0.691
50983,0,0.3767
50984,1,0.8418
50985,0,0.0219
50986,0,0.0162
50987,1,0.918
50988,0,0.0326
50989,0,0.3971
50990,0,0.0986
50991,1,0.8724
50992,1,0.8448
50993,0,0.054
50994,0,0.0579
50995,0,0.0401
50996,0,0.0483
50997,0,0.4872
50998,0,0.0932
50999,1,0.8922
51000,1,0.619
51001,0,0.2376
51002,1,0.7966
51003,0,0.2277
51004,0,0.363
51005,0,0.3297
51006,0,0.0239
51007,0,0.219
51008,0,0.0425
51009,0,0.1081
51010,0,0.2778
51011,1,0.8555
51012,0,0.0629
51013,0,0.0673
51014,0,0.3272
51015,1,0.7182
51016,0,0.1706
51017,0,0.223
51018,0,0.3944
51019,1,0.7735
51020,1,0.953
51021,0,0.1748
51022,1,0.853
51023,1,0.6243
51024,1,0.8123
51025,0,0.129
51026,0,0.3818
51027,1,0.9051
51028,1,0.7965
51029,1,0.8768
51030,1,0.9101
51031,0,0.2035
51032,0,0.0419
51033,0,0.1845
51034,0,0.3919
51035,0,0.3582
51036,1,0.6669
51037,0,0.0108
51038,1,0.5987
51039,0,0.2794
51040,0,0.016
51041,0,0.2822
51042,1,0.5079
51043,0,0.4844
51044,0,0.1662
51045,0,0.0118
51046,0,0.0846
51047,0,0.2788
51048,0,0.0199
51049,0,0.1118
51050,1,0.8346
51051,0,0.3665
51052,0,0.074
51053,0,0.1872
51054,1,0.8596
51055,1,0.889
51056,1,0.6965
51057,0,0.453
51058,0,0.1919
51059,0,0.2271
51060,1,0.7182
51061,1,0.7225
51062,0,0.4924
51063,1,0.7629
51064,0,0.0384
51065,0,0.0964
51066,0,0.0198
51067,0,0.1051
51068,0,0.3573
51069,1,0.7886
51070,0,0.0683
51071,1,0.6163
51072,0,0.4549
51073,0,0.1003
51074,0,0.2127
51075,1,0.9592
51076,0,0.2323
51077,0,0.0525
51078,0,0.0452
51079,0,0.4061
51080,1,0.7959
51081,0,0.4688
51082,0,0.0072
51083,1,0.6158
51084,0,0.1555
51085,1,0.6624
51086,0,0.1146
51087,0,0.3596
51088,0,0.2657
51089,1,0.633
51090,0,0.0022
51091,1,0.5058
51092,0,0.4976
51093,0,0.109
51094,0,0.2527
51095,1,0.8553
51096,1,0.9466
51097,1,0.5965
51098,0,0.1006
51099,0,0.2194
51100,0,0.3239
51101,0,0.1632
51102,1,0.5088
51103,0,0.2909
51104,1,0.8637
51105,0,0.3589
51106,0,0.2349
51107,0,0.108
51108,0,0.1754
51109,1,0.7932
51110,0,0.1096
51111,1,0.7605
51112,0,0.1493
51113,1,0.846
51114,0,0.0059
51115,0,0.4383
51116,1,0.9342
51117,0,0.4809
51118,1,0.5696
51119,0,0.3422
51120,0,0.0617
51121,0,0.0924
51122,1,0.6129
51123,0,0.4871
51124,0,0.3118
51125,0,0.0392
51126,1,0.9149
51127,0,0.0873
51128,0,0.4832
51129,0,0.3302
51130,0,0.1366
51131,0,0.0915
51132,0,0.1317
51133,1,0.7597
51134,1,0.5315
51135,0,0.0575
51136,0,0.1962
51137,1,0.8075
51138,0,0.1689
51139,0,0.0026
51140,1,0.6968
51141,0,0.4099
51142,0,0.1719
51143,1,0.7933
51144,1,0.6736
51145,0,0.1702
51146,0,0.0445
51147,0,0.1057
51148,0,0.1224
51149,0,0.2427
51150,0,0.4088
51151,1,0.8932
51152,1,0.5331
51153,0,0.072
51154,0,0.0982
51155,1,0.8662
51156,0,0.0037
51157,1,0.6618
51158,0,0.3173
51159,0,0.2222
51160,1,0.6576
51161,0,0.0014
51162,0,0.1043
51163,1,0.6982
51164,0,0.4914
51165,0,0.1325
51166,1,0.7829
51167,1,0.8824
51168,1,0.8203
51169,0,0.0533
51170,0,0.135
51171,1,0.6053
51172,0,0.0322
51173,0,0.1647
51174,1,0.9162
51175,0,0.4974
51176,0,0.0304
51177,1,0.5321
51178,0,0.3114
51179,0,0.1748
51180,0,0.429
51181,0,0.0583
51182,0,0.08
51183,0,0.2673
51184,1,0.5941
51185,0,0.1582
51186,0,0.1302
51187,1,0.916
51188,0,0.209
51189,0,0.1421
51190,1,0.782
51191,1,0.8756
51192,1,0.7392
51193,0,0.0286
51194,0,0.0698
51195,1,0.9446
51196,1,0.5957
51197,0,0.0782
51198,0,0.0804
51199,0,0.1312
51200,0,0.0099
51201,0,0.0492
51202,1,0.941
51203,0,0.4221
51204,0,0.0799
51205,1,0.7007
51206,1,0.6979
51207,0,0.1988
51208,1,0.8133
51209,0,0.1036
51210,0,0.0573
51211,0,0.1279
51212,1,0.8285
51213,0,0.3877
51214,0,0.0014
51215,0,0.2537
51216,1,0.6542
51217,1,0.5268
51218,1,0.5209
51219,0,0.15
51220,1,0.752
51221,0,0.0022
51222,0,0.0679
51223,0,0.0344
51224,1,0.6384
51225,1,0.7928
51226,1,0.7893
51227,0,0.3961
51228,0,0.0474
51229,0,0.4101
51230,0,0.0927
51231,0,0.3289
51232,0,0.0193
51233,0,0.025
51234,0,0.1127
51235,0,0.3273
51236,1,0.6383
51237,0,0.1843
51238,1,0.8476
51239,0,0.0594
51240,0,0.0024
51241,0,0.4911
51242,1,0.7124
51243,0,0.0013
51244,0,0.1353
51245,1,0.6041
51246,0,0.0449
51247,0,0.2067
51248,0,0.0483
51249,0,0.4878
51250,1,0.9267
51251,0,0.003
51252,1,0.9167
51253,1,0.7314
51254,0,0.0973
51255,1,0.8079
51256,1,0.7473
51257,0,0.0276
51258,0,0.3822
51259,0,0.1498
51260,1,0.5078
51261,0,0.3865
51262,0,0.1072
51263,0,0.2647
51264,1,0.8443
51265,0,0.0309
51266,0,0.0805
51267,1,0.678
51268,1,0.5773
51269,1,0.6177
51270,0,0.1594
51271,0,0.0741
51272,1,0.9299
51273,0,0.0929
51274,1,0.8527
51275,0,0.1127
51276,1,0.7857
51277,0,0.0313
51278,1,0.9508
51279,1,0.7725
51280,1,0.7131
51281,0,0.069
51282,1,0.8023
51283,0,0.4527
51284,0,0.0594
51285,0,0.0483
51286,0,0.4246
51287,0,0.4504
51288,0,0.0145
51289,0,0.0277
51290,1,0.5418
51291,0,0.1547
51292,0,0.46
51293,0,0.0007
51294,1,0.7921
51295,0,0.1655
51296,1,0.5573
51297,1,0.8623
51298,0,0.1158
51299,1,0.8852
51300,0,0.1882
51301,0,0.06
51302,0,0.3853
51303,1,0.6298
51304,0,0.0438
51305,1,0.9161
51306,0,0.3962
51307,0,0.0158
51308,0,0.4358
51309,1,0.6967
51310,0,0.1838
51311,0,0.0574
51312,1,0.8165
51313,0,0.1119
51314,0,0.2592
51315,0,0.0025
51316,0,0.0859
51317,1,0.8228
51318,1,0.7368
51319,0,0.0346
51320,0,0.1467
51321,0,0.483
51322,0,0.0605
51323,0,0.0923
51324,1,0.7833
51325,0,0.3421
51326,0,0.2221
51327,1,0.808
51328,0,0.3534
51329,0,0.2234
51330,1,0.5185
51331,1,0.9397
51332,0,0.0901
51333,1,0.5846
51334,1,0.5254
51335,0,0.0436
51336,0,0.2459
51337,1,0.6095
51338,0,0.0308
51339,0,0.0253
51340,0,0.0663
51341,0,0.1568
51342,0,0.1338
51343,1,0.8081
51344,0,0.4124
51345,0,0.0178
51346,0,0.3438
51347,1,0.8967
51348,0,0.0677
51349,1,0.8058
51350,1,0.6942
51351,1,0.7806
51352,0,0.3308
51353,0,0.1066
51354,1,0.5162
51355,1,0.5749
51356,0,0.0308
51357,0,0.2523
51358,0,0.0529
51359,0,0.222
51360,1,0.7938
51361,0,0.2878
51362,1,0.6644
51363,0,0.0901
51364,0,0.2259
51365,0,0.1175
51366,1,0.6351
51367,1,0.913
51368,1,0.7207
51369,1,0.9134
51370,0,0.3031
51371,0,0.0854
51372,1,0.6372
51373,0,0.0781
51374,0,0.4113
51375,0,0.3598
51376,0,0.1315
51377,1,0.9595
51378,0,0.0494
51379,1,0.895
51380,0,0.0074
51381,1,0.8997
51382,0,0.3817
51383,0,0.0009
51384,0,0.1106
51385,0,0.0364
51386,1,0.8553
51387,1,0.6219
51388,0,0.2316
51389,0,0.4108
51390,0,0.0552
51391,0,0.0606
51392,1,0.5783
51393,1,0.8438
51394,0,0.4971
51395,0,0.1881
51396,1,0.6499
51397,1,0.8142
51398,1,0.5447
51399,1,0.7992
51400,1,0.784
51401,1,0.644
51402,0,0.0057
51403,1,0.8751
51404,1,0.9178
51405,0,0.0909
51406,1,0.7257
51407,1,0.794
51408,1,0.7981
51409,1,0.513
51410,1,0.7888
51411,1,0.7273
51412,0,0.2622
51413,0,0.1944
51414,0,0.0618
51415,0,0.3275
51416,0,0.4576
51417,0,0.1003
51418,0,0.1909
51419,0,0.0551
51420,1,0.6275
51421,0,0.0798
51422,1,0.5585
51423,1,0.7576
51424,1,0.911
51425,1,0.9666
51426,0,0.0616
51427,0,0.1471
51428,0,0.0257
51429,1,0.8948
51430,0,0.3592
51431,0,0.167
51432,0,0.3948
51433,0,0.3113
51434,1,0.7481
51435,0,0.1093
51436,0,0.4283
51437,0,0.0616
51438,1,0.5958
51439,0,0.1616
51440,0,0.0274
51441,0,0.1602
51442,0,0.0898
51443,0,0.0102
51444,0,0.0924
51445,1,0.7931
51446,0,0.0091
51447,0,0.0052
51448,1,0.6257
51449,0,0.0682
51450,0,0.4733
51451,0,0.0066
51452,1,0.5929
51453,1,0.8481
51454,1,0.8016
51455,0,0.2004
51456,0,0.131
51457,1,0.8238
51458,0,0.0515
51459,0,0.1327
51460,0,0.205
51461,0,0.0523
51462,0,0.3171
51463,0,0.0811
51464,0,0.0867
51465,1,0.8931
51466,0,0.0686
51467,1,0.8237
51468,0,0.2358
51469,1,0.7038
51470,0,0.1293
51471,0,0.0919
51472,0,0.3883
51473,0,0.0214
51474,0,0.4819
51475,1,0.8759
51476,0,0.2957
51477,0,0.2039
51478,1,0.7928
51479,0,0.0906
51480,0,0.0821
51481,0,0.1017
51482,1,0.561
51483,0,0.0995
51484,0,0.4548
51485,1,0.7441
51486,1,0.6226
51487,1,0.6783
51488,0,0.467
51489,0,0.0144
51490,0,0.3938
51491,0,0.353
51492,1,0.5102
51493,0,0.3645
51494,1,0.8099
51495,1,0.9086
51496,0,0.2608
51497,1,0.827
51498,0,0.0987
51499,0,0.1343
51500,1,0.6486
51501,0,0.0803
51502,1,0.6775
51503,1,0.8929
51504,0,0.0174
51505,1,0.654
51506,1,0.5798
51507,1,0.7479
51508,0,0.0846
51509,1,0.6898
51510,0,0.2422
51511,0,0.099
51512,1,0.6361
51513,0,0.094
51514,1,0.5356
51515,0,0.0314
51516,0,0.0593
51517,0,0.3293
51518,0,0.234
51519,1,0.9303
51520,1,0.5017
51521,1,0.9025
51522,0,0.2546
51523,0,0.0524
51524,0,0.0213
51525,1,0.8167
51526,0,0.3764
51527,0,0.0098
51528,0,0.3654
51529,1,0.5772
51530,1,0.827
51531,0,0.0359
51532,1,0.9343
51533,0,0.1518
51534,0,0.1708
51535,0,0.032
51536,1,0.7744
51537,0,0.3723
51538,0,0.221
51539,0,0.0571
51540,0,0.1067
51541,0,0.0886
51542,0,0.2856
51543,0,0.18
51544,0,0.1551
51545,0,0.1074
51546,1,0.9197
51547,0,0.3964
51548,0,0.4997
51549,0,0.0526
51550,0,0.4741
51551,0,0.1773
51552,1,0.7961
51553,0,0.3108
51554,0,0.0617
51555,0,0.2021
51556,0,0.3039
51557,0,0.4719
51558,0,0.1278
51559,1,0.792
51560,0,0.0109
51561,1,0.9088
51562,0,0.0191
51563,0,0.2741
51564,1,0.8932
51565,0,0.4275
51566,0,0.052
51567,1,0.8951
51568,1,0.89
51569,0,0.1139
51570,0,0.3877
51571,1,0.8921
51572,1,0.7489
51573,0,0.4648
51574,0,0.0554
51575,0,0.3703
51576,0,0.1061
51577,0,0.0063
51578,1,0.8939
51579,1,0.8622
51580,0,0.0385
51581,0,0.2001
51582,1,0.7663
51583,1,0.8475
51584,0,0.4817
51585,1,0.8542
51586,0,0.1906
51587,1,0.7939
51588,1,0.8872
51589,1,0.5974
51590,1,0.6818
51591,1,0.8866
51592,1,0.554
51593,0,0.1119
51594,0,0.0283
51595,0,0.017
51596,0,0.2493
51597,0,0.154
51598,1,0.8648
51599,0,0.289
51600,0,0.1366
51601,0,0.4616
51602,0,0.0134
51603,0,0.1796
51604,1,0.8269
51605,0,0.225
51606,0,0.0785
51607,0,0.1099
51608,0,0.03
51609,1,0.7343
51610,0,0.0722
51611,1,0.8231
51612,0,0.1842
51613,0,0.0012
51614,1,0.6518
51615,0,0.1952
51616,1,0.7967
51617,1,0.5447
51618,1,0.8108
51619,1,0.7702
51620,0,0.1037
51621,1,0.9182
51622,0,0.1023
51623,1,0.5722
51624,0,0.194
51625,1,0.5295
51626,0,0.1836
51627,0,0.0656
51628,1,0.8434
51629,0,0.1203
51630,0,0.0136
51631,1,0.9055
51632,0,0.3862
51633,0,0.2432
51634,0,0.0307
51635,1,0.6078
51636,1,0.665
51637,0,0.1431
51638,0,0.1686
51639,0,0.2259
51640,1,0.9059
51641,0,0.2001
51642,0,0.264
51643,0,0.1057
51644,1,0.8734
51645,0,0.1976
51646,1,0.6494
51647,1,0.5719
51648,0,0.0361
51649,0,0.3451
51650,0,0.3055
51651,0,0.0276
51652,0,0.3742
51653,1,0.9116
51654,0,0.4257
51655,0,0.0821
51656,0,0.0294
51657,0,0.108
51658,0,0.0066
51659,0,0.4626
51660,1,0.8115
51661,1,0.7211
51662,0,0.1033
51663,0,0.3082
51664,0,0.2265
51665,0,0.2865
51666,0,0.0008
51667,0,0.3397
51668,0,0.2126
51669,0,0.155
51670,0,0.1356
51671,0,0.1317
51672,0,0.206
51673,0,0.0116
51674,0,0.0846
51675,0,0.1489
51676,1,0.8794
51677,1,0.8987
51678,0,0.1102
51679,0,0.0087
51680,0,0.1451
51681,0,0.4874
51682,0,0.2218
51683,0,0.2251
51684,1,0.7911
51685,0,0.3354
51686,1,0.6321
51687,1,0.5982
51688,0,0.3748
51689,1,0.9459
51690,0,0.078
51691,1,0.7854
51692,1,0.7416
51693,0,0.1705
51694,1,0.7035
51695,0,0.1697
51696,0,0.0928
51697,0,0.4569
51698,1,0.9206
51699,0,0.1015
51700,1,0.5986
51701,1,0.5127
51702,0,0.0683
51703,1,0.5788
51704,1,0.6345
51705,1,0.7109
51706,0,0.1466
51707,0,0.0246
51708,0,0.2598
51709,0,0.1456
51710,0,0.1491
51711,1,0.9166
51712,0,0.275
51713,0,0.0587
51714,0,0.2207
51715,0,0.2801
51716,1,0.6495
51717,0,0.3611
51718,0,0.467
51719,0,0.2308
51720,0,0.1472
51721,1,0.8204
51722,0,0.2053
51723,0,0.0286
51724,0,0.275
51725,0,0.4735
51726,0,0.0073
51727,1,0.7286
51728,0,0.1099
51729,0,0.2335
51730,0,0.0806
51731,1,0.5032
51732,0,0.1134
51733,0,0.1078
51734,0,0.0657
51735,0,0.2218
51736,1,0.9138
51737,0,0.0476
51738,1,0.6895
51739,1,0.9024
51740,0,0.3981
51741,1,0.7202
51742,1,0.5783
51743,0,0.2695
51744,0,0.0335
51745,0,0.1517
51746,0,0.1553
51747,0,0.1308
51748,0,0.0354
51749,1,0.8585
51750,1,0.5555
51751,0,0.2176
51752,0,0.131
51753,0,0.0185
51754,0,0.0202
51755,1,0.816
51756,0,0.0805
51757,0,0.291
51758,0,0.3581
51759,0,0.1916
51760,0,0.1666
51761,0,0.2542
51762,0,0.2386
51763,0,0.1077
51764,1,0.8833
51765,0,0.4952
51766,1,0.8376
51767,1,0.9388
51768,1,0.5109
51769,0,0.0812
51770,0,0.2162
51771,0,0.0568
51772,0,0.1034
51773,1,0.7178
51774,0,0.0393
51775,0,0.1982
51776,0,0.0184
51777,0,0.1552
51778,0,0.0555
51779,0,0.2847
51780,0,0.1612
51781,0,0.3328
51782,0,0.0055
51783,0,0.3073
51784,0,0.1718
51785,0,0.2804
51786,1,0.8549
51787,0,0.0109
51788,1,0.8071
51789,1,0.7113
51790,0,0.4642
51791,1,0.9679
51792,0,0.176
51793,0,0.0621
51794,0,0.2849
51795,0,0.2226
51796,0,0.1654
51797,1,0.9119
51798,0,0.1119
51799,0,0.2249
51800,0,0.2048
51801,0,0.0252
51802,1,0.8067
51803,0,0.3641
51804,0,0.2446
51805,0,0.3328
51806,0,0.0297
51807,0,0.0819
51808,0,0.0212
51809,0,0.1499
51810,0,0.0009
51811,0,0.0557
51812,0,0.1394
51813,1,0.8736
51814,1,0.8097
51815,1,0.6886
51816,0,0.0876
51817,0,0.1232
51818,1,0.7043
51819,0,0.1826
51820,1,0.7651
51821,0,0.0345
51822,0,0.1962
51823,0,0.2677
51824,0,0.0588
51825,0,0.3273
51826,0,0.43
51827,0,0.0729
51828,0,0.0404
51829,0,0.186
51830,1,0.8008
51831,1,0.5014
51832,0,0.2892
51833,0,0.1699
51834,1,0.8849
51835,0,0.3408
51836,0,0.066
51837,0,0.2577
51838,0,0.0062
51839,1,0.5191
51840,1,0.5156
51841,0,0.1707
51842,0,0.0434
51843,0,0.0011
51844,1,0.6814
51845,0,0.069
51846,0,0.0476
51847,0,0.2298
51848,1,0.844
51849,0,0.1468
51850,0,0.1763
51851,1,0.843
51852,1,0.9484
